return_id,order_id,customer_id,return_date,return_reason,return_method,refund_amount,refund_method,return_status,restocking_fee,condition_received,processed_by,created_at
RETFOQON4SE,32928,2538,2025-01-11 16:02:14,other,mail,53.16,store_credit,completed,12.38,like_new,Nicholas Ball,2025-01-11 16:02:14
RET7M832L3H,60695,10423,2024-01-07 03:48:06,changed_mind,pickup,35.49,store_credit,processed,9.89,like_new,William Smith,2024-01-07 03:48:06
RET4DYVO6F5,39761,33573,2025-08-22 06:24:39,fit,mail,66.02,store_credit,pending,14.37,poor,Richard Monroe,2025-08-22 06:24:39
RET6Q18CMKC,103632,9853,2025-09-16 17:03:18,changed_mind,mail,27.87,store_credit,pending,4.18,like_new,Joe Salazar,2025-09-16 17:03:18
RET9UB0H0A4,104804,37370,2024-03-13 16:39:17,fit,pickup,52.90,store_credit,pending,5.43,new,Ruth Parker,2024-03-13 16:39:17
RET6Q3ITJEM,1767,36433,2025-04-29 22:38:21,changed_mind,store,44.82,store_credit,pending,3.01,fair,Hannah Chapman,2025-04-29 22:38:21
RETUOB0ZND1,108391,35250,2025-06-05 19:59:58,fit,store,26.28,store_credit,processed,10.71,fair,Brian Morales,2025-06-05 19:59:58
RETBL9DH0M7,107743,22901,2025-06-28 06:56:46,defective,pickup,69.58,original_payment,processed,7.94,good,Clayton Prince,2025-06-28 06:56:46
RET8X0ONYX1,52986,16955,2025-04-09 01:25:46,defective,pickup,48.69,original_payment,pending,4.30,fair,Ryan Taylor,2025-04-09 01:25:46
RET9D8NNVMS,115642,19529,2024-10-21 20:00:15,fit,mail,47.56,store_credit,approved,1.83,fair,Lawrence Davidson,2024-10-21 20:00:15
RET2DS964VJ,120499,45593,2025-02-09 23:32:16,fit,mail,39.86,original_payment,completed,14.79,like_new,Andrea Moore,2025-02-09 23:32:16
RETMVI1TLI2,79763,8240,2024-10-05 14:42:03,changed_mind,store,64.84,original_payment,approved,8.05,like_new,Luke Brown,2024-10-05 14:42:03
RETQ403LUZ4,62804,27825,2025-07-10 02:41:26,fit,pickup,25.56,original_payment,approved,10.61,like_new,James Hurst,2025-07-10 02:41:26
RETIIQN2MXN,82099,32273,2025-07-27 07:07:44,other,store,26.32,original_payment,processed,7.37,fair,Judy Johnson,2025-07-27 07:07:44
RET1RSLM97B,64022,45628,2024-12-26 02:33:33,changed_mind,mail,59.33,original_payment,pending,13.64,poor,Lynn Morgan,2024-12-26 02:33:33
RETEZF83QYD,11222,37808,2025-07-01 22:07:51,other,store,33.06,original_payment,pending,1.42,poor,George Kent,2025-07-01 22:07:51
RETXJFMIS9A,20861,3895,2025-09-19 22:14:49,defective,mail,33.26,original_payment,approved,11.35,new,Jose Hunt,2025-09-19 22:14:49
RET6OYG7K5O,7763,34843,2025-07-19 01:24:13,fit,mail,49.19,store_credit,completed,5.59,poor,Tamara Anderson,2025-07-19 01:24:13
RETBU6V7UTG,13164,32236,2025-07-23 23:50:46,other,pickup,41.33,original_payment,processed,5.21,fair,Emily Flowers,2025-07-23 23:50:46
RETT84DWL91,94820,14126,2024-12-11 02:26:25,fit,store,61.38,store_credit,processed,1.54,like_new,Raymond Pacheco,2024-12-11 02:26:25
RETQ482PKFU,65512,7935,2025-08-28 16:46:05,fit,mail,53.81,original_payment,approved,1.05,poor,John Reed,2025-08-28 16:46:05
RETNWIXVG7C,87993,39774,2025-05-10 14:48:53,fit,store,53.33,original_payment,pending,14.85,fair,Vickie Clark,2025-05-10 14:48:53
RETCUNIRJOK,106042,3289,2024-10-31 04:15:23,fit,store,52.21,original_payment,approved,7.20,new,Mark Thomas,2024-10-31 04:15:23
RET0AMSVTIX,65010,23846,2025-07-15 02:38:33,changed_mind,mail,33.39,store_credit,completed,10.24,good,Sarah Villegas,2025-07-15 02:38:33
RETSJ10ESXD,56516,11576,2024-11-17 22:54:58,fit,store,42.10,store_credit,processed,8.95,good,Kaitlin Rodriguez,2024-11-17 22:54:58
RETJM2LSZDY,4239,6742,2024-12-31 09:22:56,changed_mind,pickup,57.09,original_payment,approved,7.88,poor,Stephanie Cohen,2024-12-31 09:22:56
RETVU0FCENT,88966,37618,2025-08-18 07:08:59,changed_mind,pickup,41.31,store_credit,pending,13.27,poor,Brandon Rasmussen,2025-08-18 07:08:59
RET3XZ1D1QG,54972,48949,2025-06-13 07:27:40,fit,pickup,39.59,original_payment,processed,7.20,good,Gary Porter,2025-06-13 07:27:40
RETNDR5EELU,49527,44938,2025-08-12 13:03:19,changed_mind,pickup,72.97,original_payment,pending,3.02,fair,Amanda Arnold,2025-08-12 13:03:19
RETZG30EOLU,90586,20549,2025-06-09 23:21:22,fit,store,44.39,original_payment,completed,6.85,fair,Caleb Willis,2025-06-09 23:21:22
RETLUAOPAQ2,42226,25880,2025-06-01 04:03:40,other,store,22.84,store_credit,approved,13.77,like_new,Katie Porter,2025-06-01 04:03:40
RET4G0GL4DW,10801,28168,2025-04-17 08:38:10,fit,pickup,45.94,store_credit,pending,11.86,fair,Terry Medina,2025-04-17 08:38:10
RETAWJZKPJY,119801,10368,2025-01-12 08:58:27,other,store,36.10,original_payment,completed,3.44,poor,Carmen Nicholson,2025-01-12 08:58:27
RET8KW4EW7V,120962,22259,2024-07-14 06:38:49,changed_mind,pickup,38.73,store_credit,approved,6.29,like_new,Laura Perez,2024-07-14 06:38:49
RETNA9NVCU5,55474,4798,2024-10-11 18:37:53,changed_mind,pickup,68.48,original_payment,pending,5.43,new,Richard Fletcher,2024-10-11 18:37:53
RET3L3LHW4K,16292,34126,2025-02-20 01:12:58,other,mail,35.57,original_payment,completed,7.64,new,Ashley Cain,2025-02-20 01:12:58
RET4KGCXEY5,38099,47240,2025-07-20 05:02:55,fit,pickup,33.74,original_payment,pending,12.79,poor,Juan Savage,2025-07-20 05:02:55
RETZ2QRI3Y8,24025,21127,2025-06-02 17:42:22,fit,pickup,57.51,store_credit,pending,1.41,fair,Stacy Diaz,2025-06-02 17:42:22
RETTA7AHU1Q,30965,17598,2025-04-16 21:43:49,defective,mail,27.70,store_credit,pending,13.28,good,Gregory Williams,2025-04-16 21:43:49
RET0XM2VXZP,55119,36589,2025-09-23 05:56:24,changed_mind,pickup,47.87,store_credit,approved,1.19,good,Stephanie Smith,2025-09-23 05:56:24
RETBIKDZZ3W,65969,18515,2025-04-22 12:17:31,changed_mind,store,28.73,store_credit,processed,8.80,good,Erin Jones,2025-04-22 12:17:31
RETWHLKMDSM,65216,44153,2025-08-29 09:21:05,other,store,49.70,original_payment,pending,4.33,poor,Emma Long,2025-08-29 09:21:05
RETVDUG6VZ7,107930,20492,2024-01-06 07:44:46,defective,store,55.93,original_payment,approved,5.02,fair,Joshua Larsen,2024-01-06 07:44:46
RETJUANEAV7,90275,48892,2024-10-01 21:03:50,defective,mail,32.43,store_credit,approved,5.61,poor,Eugene Lyons,2024-10-01 21:03:50
RETBM2TJ9XO,65689,10919,2024-11-17 17:48:01,defective,mail,67.46,original_payment,approved,7.05,new,Savannah Tanner,2024-11-17 17:48:01
RET68BU5BCP,38465,37336,2024-04-07 21:23:35,fit,pickup,31.93,original_payment,processed,12.84,poor,Chad Stephenson,2024-04-07 21:23:35
RET88A32UFA,90962,4120,2025-06-07 09:17:11,changed_mind,store,63.26,original_payment,completed,13.79,poor,Tina Caldwell,2025-06-07 09:17:11
RET6ID4NRIA,7438,27794,2025-08-25 00:23:59,fit,pickup,27.89,original_payment,approved,14.88,good,Julia Green,2025-08-25 00:23:59
RETV8T1UI1J,25914,11123,2025-09-19 16:24:49,other,store,30.54,original_payment,completed,8.31,like_new,Pamela Miller,2025-09-19 16:24:49
RETOP3J4S8I,7935,15879,2025-09-10 02:58:16,changed_mind,mail,76.62,original_payment,pending,13.80,fair,Stacy Walker,2025-09-10 02:58:16
RETFHPA1VRW,7256,18435,2024-11-20 10:00:16,defective,pickup,56.70,store_credit,pending,4.46,new,Joseph Owens,2024-11-20 10:00:16
RETE3SLBR4D,53807,49541,2025-08-21 04:52:55,other,store,37.39,original_payment,processed,3.87,new,Vicki Caldwell,2025-08-21 04:52:55
RETXTJCJMUS,89823,14413,2024-07-07 16:10:47,defective,mail,73.73,store_credit,pending,0.89,like_new,Henry Grimes,2024-07-07 16:10:47
RETVUKOSBY0,100795,3360,2025-08-08 17:29:13,other,mail,58.54,original_payment,approved,13.96,fair,Kimberly Fry,2025-08-08 17:29:13
RETENPCO36V,48231,19967,2025-06-29 15:28:37,changed_mind,pickup,36.83,original_payment,processed,6.69,new,Alison Williams,2025-06-29 15:28:37
RETF08OOTFT,119108,30641,2024-07-26 12:32:23,defective,mail,43.65,original_payment,pending,3.24,like_new,Tommy Jones,2024-07-26 12:32:23
RETZKC3TQMK,71672,29953,2025-05-03 15:11:12,fit,pickup,30.53,original_payment,completed,0.81,like_new,David Brooks,2025-05-03 15:11:12
RETGFKBAHEN,97235,13044,2025-07-29 12:04:41,fit,mail,38.71,original_payment,approved,10.59,like_new,Donald Stevens,2025-07-29 12:04:41
RET20H49UG4,40360,39287,2025-01-04 21:00:04,changed_mind,store,72.24,original_payment,completed,13.74,like_new,Stephanie Alexander,2025-01-04 21:00:04
RETOIYM4Y38,49059,47613,2025-04-11 23:37:24,changed_mind,mail,56.44,store_credit,completed,10.16,good,Sara Garner,2025-04-11 23:37:24
RETPL7FNE3Y,15862,11410,2025-08-13 14:26:20,defective,pickup,50.25,original_payment,completed,14.52,poor,Vanessa Kirby,2025-08-13 14:26:20
RET0RHEWPSF,6397,13706,2025-08-15 16:52:19,defective,pickup,65.80,original_payment,processed,9.27,fair,Jennifer Thomas,2025-08-15 16:52:19
RETNAC0GTVB,40167,34400,2024-10-13 11:08:10,changed_mind,mail,52.08,store_credit,pending,6.04,poor,James Mcdonald,2024-10-13 11:08:10
RET89G8FAEE,79194,34527,2025-04-22 04:27:06,changed_mind,store,49.78,original_payment,processed,14.80,like_new,Karen Barr,2025-04-22 04:27:06
RETO3MKKIER,80432,12387,2024-02-13 01:17:35,other,mail,39.20,original_payment,completed,2.01,good,Shane Ayala,2024-02-13 01:17:35
RETDHGN6DWG,47182,7975,2025-08-25 13:51:34,fit,store,49.82,store_credit,processed,2.35,good,Sara Garrett,2025-08-25 13:51:34
RETDGX4WO1M,95419,39861,2025-07-27 18:13:20,fit,store,54.73,original_payment,completed,2.76,fair,Deborah Bean,2025-07-27 18:13:20
RETA8YFDGK0,68757,18665,2025-09-12 07:31:40,fit,store,65.94,original_payment,completed,12.09,fair,Sarah Wilkins,2025-09-12 07:31:40
RET6J1T6OFG,87507,30033,2025-05-02 01:48:13,changed_mind,mail,48.74,original_payment,approved,14.42,like_new,Danielle Ponce,2025-05-02 01:48:13
RETIO72YTQC,114460,44312,2025-09-14 23:38:42,changed_mind,store,45.55,store_credit,pending,4.52,poor,Jill Martin,2025-09-14 23:38:42
RETN02HVZ8S,104749,21781,2024-11-21 00:12:15,defective,pickup,43.78,original_payment,pending,6.65,poor,Amanda Kelly,2024-11-21 00:12:15
RETCDJDNM4U,61182,25127,2025-04-15 11:14:17,other,store,11.32,original_payment,completed,9.40,poor,Meredith Black,2025-04-15 11:14:17
RETTSAWHDP9,25055,19867,2025-09-14 02:45:20,changed_mind,mail,27.78,store_credit,completed,6.13,good,Margaret Alvarez,2025-09-14 02:45:20
RET8RCBKEKH,7811,8434,2025-07-07 19:15:49,defective,mail,57.73,original_payment,pending,12.38,new,Matthew Obrien,2025-07-07 19:15:49
RET8EXR71VK,37143,22229,2025-04-18 23:51:53,fit,store,26.43,store_credit,approved,6.82,poor,Christopher Shah,2025-04-18 23:51:53
RET4EJ362HK,119029,16133,2025-05-02 16:45:33,defective,mail,62.65,original_payment,completed,12.61,good,Amanda Jackson,2025-05-02 16:45:33
RETTKRMJ3CA,121836,39009,2024-01-07 18:34:03,fit,store,29.20,store_credit,processed,1.54,good,Connie Brown,2024-01-07 18:34:03
RETISKB27IC,6739,26716,2024-11-02 17:15:01,changed_mind,pickup,50.50,store_credit,approved,12.51,like_new,Tiffany West,2024-11-02 17:15:01
RETHZIX9BMW,21246,35278,2025-01-26 05:34:59,fit,mail,73.52,original_payment,processed,5.74,new,Melissa Baker,2025-01-26 05:34:59
RETB7G6GWKA,104184,32005,2024-12-21 02:51:34,other,pickup,36.97,store_credit,processed,4.71,poor,Cristian Price,2024-12-21 02:51:34
RETSHNV2GYH,32821,25972,2025-04-16 23:05:26,fit,store,38.79,original_payment,pending,7.27,poor,Chad Patton,2025-04-16 23:05:26
RETWVELOEP8,104568,35421,2024-12-19 18:18:38,other,mail,24.48,store_credit,approved,6.40,fair,Sheri Riley,2024-12-19 18:18:38
RETC6TYICSO,57585,42580,2025-02-16 13:51:24,fit,pickup,42.79,original_payment,pending,8.85,good,Jared Lynch,2025-02-16 13:51:24
RETBU23T6WI,82203,6654,2025-02-28 23:25:51,fit,mail,42.79,store_credit,processed,14.76,like_new,Ms. Kerri Warren DDS,2025-02-28 23:25:51
RETEZRGZEAZ,106329,21436,2025-07-23 16:18:48,defective,store,53.01,original_payment,completed,7.90,good,Robin Blair,2025-07-23 16:18:48
RETMWWXV2K9,46252,36710,2025-01-30 15:15:38,other,store,29.35,original_payment,completed,3.61,fair,Rachel Thompson,2025-01-30 15:15:38
RETAJ4WMXG2,84149,10848,2024-06-11 04:51:43,fit,store,49.01,store_credit,pending,14.30,good,Nicholas Phillips,2024-06-11 04:51:43
RETM9ZDBLUF,74902,27811,2025-08-04 16:45:25,defective,mail,53.53,store_credit,completed,7.94,fair,Brandon Bennett,2025-08-04 16:45:25
RETYSVUJ9TM,24973,41963,2024-09-15 20:26:02,changed_mind,mail,59.35,store_credit,processed,12.47,like_new,Lynn Bowman,2024-09-15 20:26:02
RET63HVND6B,7187,49417,2025-05-12 05:01:53,changed_mind,store,57.70,store_credit,processed,6.97,fair,Tonya Weeks,2025-05-12 05:01:53
RET1ZZ6YPEB,108300,39685,2025-08-08 04:38:37,other,pickup,34.19,original_payment,completed,12.02,poor,Brittany Lowe,2025-08-08 04:38:37
RET0HH0N5LD,34652,31970,2025-07-04 18:23:21,fit,mail,29.22,original_payment,processed,5.20,new,Ashley Thompson,2025-07-04 18:23:21
RET3554XITM,8910,3329,2025-03-22 16:54:54,fit,pickup,43.66,store_credit,processed,2.74,like_new,Danny Hays,2025-03-22 16:54:54
RETIIH1929C,56695,37040,2025-03-11 13:42:37,defective,pickup,44.26,original_payment,approved,3.96,like_new,Nicholas Price,2025-03-11 13:42:37
RETV7R5ZTBS,71946,26084,2024-10-24 09:40:26,fit,mail,50.23,original_payment,pending,11.67,like_new,Joseph Rogers,2024-10-24 09:40:26
RETFQUMKFYF,37069,30843,2025-07-20 02:44:40,fit,store,32.33,store_credit,completed,9.68,good,Beth Hernandez,2025-07-20 02:44:40
RETXEBX79QC,121023,45152,2025-06-18 05:38:54,fit,store,40.42,original_payment,approved,13.67,poor,Patrick Strong,2025-06-18 05:38:54
RET3KV8G2HU,110556,5501,2025-06-21 21:52:07,changed_mind,store,44.39,original_payment,completed,12.78,new,Carolyn Ferguson,2025-06-21 21:52:07
RETIVW00USY,56091,41257,2025-04-03 10:51:10,fit,store,66.13,store_credit,approved,0.24,new,Vanessa Medina,2025-04-03 10:51:10
RETMWCNN9VG,52564,17206,2025-08-03 00:58:12,fit,store,42.74,store_credit,pending,10.30,new,Megan Bishop,2025-08-03 00:58:12
RETCETXEM66,31829,23957,2025-07-02 12:19:12,changed_mind,pickup,35.13,original_payment,completed,0.87,fair,Natasha Lopez,2025-07-02 12:19:12
RET3B8083B1,120163,43387,2025-09-25 00:03:46,other,mail,36.15,store_credit,pending,7.86,poor,Melissa Hardin,2025-09-25 00:03:46
RETXUR2INBN,39357,46912,2025-04-30 12:17:00,fit,pickup,57.80,original_payment,processed,13.12,fair,Eduardo Moore,2025-04-30 12:17:00
RETK4AFSOPX,11853,4051,2025-06-05 08:31:29,other,store,47.22,original_payment,pending,0.69,fair,Emily Carter,2025-06-05 08:31:29
RETG6P5FY0K,10008,6778,2025-07-23 04:41:19,changed_mind,store,43.73,store_credit,pending,14.07,like_new,Tina Shelton,2025-07-23 04:41:19
RETS1QFD0TP,92471,13720,2025-03-16 04:52:19,changed_mind,store,58.01,store_credit,completed,14.54,like_new,Ashley Hicks,2025-03-16 04:52:19
RET6JXOEME6,35998,9534,2025-08-12 09:36:20,changed_mind,pickup,40.57,original_payment,approved,11.72,fair,Jay James,2025-08-12 09:36:20
RETK088OAH0,47288,22162,2025-09-11 18:49:22,changed_mind,pickup,45.09,original_payment,processed,12.20,like_new,Heidi Hudson,2025-09-11 18:49:22
RETVLYPZE1B,112164,17092,2024-04-17 09:13:45,changed_mind,pickup,33.83,original_payment,processed,4.01,fair,Robin Crane,2024-04-17 09:13:45
RETOO8K9BGN,14014,6499,2025-04-28 12:30:29,other,pickup,51.78,original_payment,processed,6.57,like_new,Destiny Anderson,2025-04-28 12:30:29
RETT8A4B651,83469,20385,2025-05-28 16:00:52,fit,mail,45.04,original_payment,pending,4.20,good,Robert Jones,2025-05-28 16:00:52
RETV71DKI0Q,36475,6381,2025-07-14 06:48:19,fit,store,29.77,store_credit,approved,6.44,like_new,Catherine Joseph,2025-07-14 06:48:19
RET73VT0Q74,39303,20504,2025-08-08 05:54:30,other,store,36.94,store_credit,approved,1.94,poor,Frank Watkins,2025-08-08 05:54:30
RET0RII7IZ7,65188,13685,2025-06-17 06:48:56,defective,store,58.42,original_payment,processed,9.84,poor,Michelle Spence,2025-06-17 06:48:56
RET3AZLOO9R,20809,8384,2025-05-25 00:39:50,changed_mind,store,67.71,store_credit,approved,12.68,fair,Kevin Nelson,2025-05-25 00:39:50
RETXLNH7MYK,41461,8979,2025-08-16 21:25:26,defective,store,59.74,original_payment,completed,9.55,new,Margaret Young,2025-08-16 21:25:26
RET5Q93V9Y4,35790,9926,2025-08-17 19:18:30,fit,store,42.15,store_credit,approved,14.99,poor,Rose Patel,2025-08-17 19:18:30
RETR8UT43HU,36169,13474,2025-06-28 23:20:59,fit,mail,21.38,original_payment,completed,4.54,good,Patrick Jackson,2025-06-28 23:20:59
RETOK2M1ZBX,583,43774,2025-05-03 09:17:34,changed_mind,mail,32.19,original_payment,completed,10.19,poor,Shaun Dillon,2025-05-03 09:17:34
RETOAOV1NHM,119577,17641,2025-08-21 22:56:12,fit,pickup,36.31,original_payment,approved,3.75,fair,Christine Jones,2025-08-21 22:56:12
RET78VBVV2Q,121043,13722,2025-09-05 07:55:03,defective,mail,65.84,original_payment,processed,1.94,poor,Tracy Miles DDS,2025-09-05 07:55:03
RETGIG8PPSP,114315,2064,2025-06-11 07:17:25,defective,pickup,21.62,store_credit,pending,1.45,new,Gary Thompson,2025-06-11 07:17:25
RETJKOVKM6E,8693,30510,2025-07-13 17:49:48,fit,pickup,34.02,original_payment,pending,6.14,new,Randy Davis,2025-07-13 17:49:48
RETOEOG4JCR,26714,19539,2025-01-16 04:03:59,other,pickup,32.23,store_credit,approved,7.83,like_new,Ashley Larson,2025-01-16 04:03:59
RETLQRBY077,112645,48259,2024-10-24 15:25:59,fit,store,22.44,original_payment,approved,2.05,poor,Tyler Morris,2024-10-24 15:25:59
RETIWSSOTMT,77370,17665,2025-04-16 23:37:07,fit,pickup,63.30,store_credit,completed,3.01,good,Wendy Perez,2025-04-16 23:37:07
RETYR5N2C20,19772,49066,2024-11-01 10:36:17,fit,store,32.97,original_payment,approved,9.94,poor,Kayla Gomez,2024-11-01 10:36:17
RETI57DR461,38431,8055,2025-05-09 12:49:05,fit,mail,38.19,store_credit,completed,14.65,poor,Laura Scott,2025-05-09 12:49:05
RETG27PZ096,116484,12291,2024-07-08 11:37:05,defective,mail,52.29,store_credit,pending,9.16,new,David Doyle,2024-07-08 11:37:05
RETPEO9ZOBX,66530,33241,2025-06-04 14:18:31,fit,pickup,53.76,store_credit,processed,9.75,fair,Ashley Jackson,2025-06-04 14:18:31
RETKFLB6JVA,99791,33257,2025-05-30 09:30:33,other,pickup,16.94,original_payment,completed,13.65,fair,Melissa Moore,2025-05-30 09:30:33
RETL0PVSGBQ,7841,3279,2025-01-01 12:31:10,changed_mind,store,75.49,store_credit,approved,10.26,fair,Walter Mcgrath,2025-01-01 12:31:10
RET1WT10YE5,70529,14798,2025-05-31 21:14:38,fit,mail,33.33,store_credit,completed,12.99,good,Anna Fox,2025-05-31 21:14:38
RET0V01BY5L,57739,22490,2024-09-23 02:20:09,defective,pickup,33.68,original_payment,completed,6.86,fair,Anthony Murphy,2024-09-23 02:20:09
RETJLZ3JMQR,40443,22569,2025-08-18 12:42:16,fit,pickup,41.91,store_credit,processed,8.38,fair,Emily Wagner,2025-08-18 12:42:16
RETGR8X74OX,111136,6163,2024-08-31 11:31:16,changed_mind,store,51.97,store_credit,pending,4.39,fair,Ross Smith,2024-08-31 11:31:16
RETFTYK1DMS,96583,45815,2024-12-14 08:55:22,changed_mind,mail,45.82,original_payment,processed,3.54,fair,Jill Powell,2024-12-14 08:55:22
RETLXIYGACR,39058,47511,2025-08-01 19:49:11,fit,pickup,38.49,original_payment,approved,8.56,fair,Patrick Bryant,2025-08-01 19:49:11
RET9KL7AOOY,43441,6613,2025-09-09 14:39:22,other,mail,83.43,store_credit,pending,7.98,new,Scott Green,2025-09-09 14:39:22
RETP467CYBH,1710,37852,2024-08-08 08:37:18,defective,pickup,33.54,store_credit,pending,14.69,like_new,Elizabeth Smith,2024-08-08 08:37:18
RETKYXVM9A9,122773,46382,2025-06-25 17:16:44,fit,pickup,31.07,store_credit,approved,8.44,fair,Bethany Warner,2025-06-25 17:16:44
RET88NS57Q3,24391,9448,2024-02-28 07:12:49,other,store,38.87,store_credit,processed,14.29,new,Kayla Price,2024-02-28 07:12:49
RET5RN3V6LY,90986,33764,2025-09-25 03:31:32,changed_mind,pickup,34.44,store_credit,pending,8.43,like_new,Mr. Daniel Patterson,2025-09-25 03:31:32
RETWKVHZRHW,15092,47941,2025-09-23 15:24:32,defective,pickup,83.80,store_credit,approved,4.83,new,Sean Davis,2025-09-23 15:24:32
RETQ9ZRWX9O,78390,4608,2025-01-10 00:37:49,fit,mail,46.83,store_credit,approved,0.61,fair,Alexis Olson,2025-01-10 00:37:49
RETDOUD6UN8,83384,38692,2025-07-23 11:46:46,fit,store,57.13,original_payment,pending,12.51,like_new,Melissa Wood,2025-07-23 11:46:46
RETKGLJZ6LF,42002,20700,2025-04-15 01:37:25,defective,store,37.88,original_payment,processed,6.60,good,Evan Stone,2025-04-15 01:37:25
RET8N3XOGT6,39512,43084,2025-05-01 17:24:19,fit,mail,68.49,original_payment,processed,6.87,like_new,Andrea Clark,2025-05-01 17:24:19
RETHD19Q0ZB,62921,31348,2025-09-12 02:28:12,fit,mail,48.65,original_payment,completed,4.11,poor,William Callahan,2025-09-12 02:28:12
RET3MKQXN70,51939,27044,2024-07-28 00:33:37,fit,pickup,50.54,original_payment,approved,6.87,like_new,Edwin Delgado,2024-07-28 00:33:37
RET1LJTW9M1,74805,4808,2025-07-25 11:51:06,changed_mind,store,63.40,store_credit,pending,11.32,fair,Barbara Moore,2025-07-25 11:51:06
RETK2LE2VAI,25402,6027,2025-01-24 05:39:32,changed_mind,store,63.44,store_credit,processed,10.18,fair,Carol Wright,2025-01-24 05:39:32
RETUEOWLE0M,55831,38189,2025-09-19 07:08:41,changed_mind,pickup,65.00,original_payment,processed,12.89,new,Catherine Gomez,2025-09-19 07:08:41
RET6R8RN1TD,40367,13238,2025-07-16 08:34:56,defective,pickup,44.84,original_payment,approved,5.12,fair,Andrew Roberts DVM,2025-07-16 08:34:56
RET1UPXMWFM,96252,23363,2025-04-11 23:16:11,fit,store,44.67,store_credit,completed,9.80,fair,Keith Dean,2025-04-11 23:16:11
RET4SY47JOM,97508,25636,2025-09-24 23:38:31,fit,mail,36.77,store_credit,approved,9.80,like_new,Linda Cunningham,2025-09-24 23:38:31
