variant_id,product_id,sku,size,color,additional_price,weight_oz,stock_quantity,created_at
323,P000071,SKU000071V323,XS,White,13.55,2.68,296,2024-02-10 20:25:03
324,P000071,SKU000071V324,L,Blue,1.92,7.34,395,2024-05-23 06:29:53
325,P000071,SKU000071V325,XL,Pink,0.21,8.03,206,2024-08-07 04:50:20
326,P000071,SKU000071V326,L,Pink,12.38,10.46,183,2023-11-20 01:52:35
327,P000071,SKU000071V327,XXL,Black,9.08,9.64,178,2025-01-03 16:39:20
328,P000071,SKU000071V328,XS,White,0.25,2.88,375,2023-12-20 11:26:34
329,P000072,SKU000072V329,XL,Navy,12.75,6.62,141,2025-03-12 11:06:14
330,P000072,SKU000072V330,L,Pink,8.89,3.79,134,2025-06-20 07:35:58
331,P000072,SKU000072V331,XS,Black,2.55,7.67,309,2025-01-02 06:05:55
332,P000072,SKU000072V332,XXL,Red,6.22,9.03,463,2025-05-18 03:10:43
333,P000073,SKU000073V333,S,Green,6.17,5.78,185,2025-06-24 19:42:03
334,P000073,SKU000073V334,XS,Brown,11.73,3.88,357,2024-07-17 07:42:33
335,P000073,SKU000073V335,S,Brown,16.38,13.16,296,2024-06-07 07:37:41
336,P000073,SKU000073V336,L,Red,3.91,10.33,112,2024-10-14 22:37:31
337,P000074,SKU000074V337,XS,Red,3.79,11.03,253,2025-02-08 23:45:52
338,P000074,SKU000074V338,L,Pink,13.85,9.52,446,2025-02-20 18:39:33
339,P000074,SKU000074V339,M,Pink,5.99,4.11,178,2023-11-13 18:24:28
340,P000074,SKU000074V340,L,Black,9.92,2.05,481,2023-12-06 07:57:13
341,P000075,SKU000075V341,XXL,Gray,9.33,5.11,119,2024-03-14 00:52:24
342,P000075,SKU000075V342,XXL,Red,16.15,4.67,202,2025-06-22 14:54:22
343,P000075,SKU000075V343,S,Black,7.26,6.65,47,2024-01-12 21:53:30
344,P000075,SKU000075V344,XL,White,2.85,4.53,235,2025-08-16 04:02:59
345,P000076,SKU000076V345,XS,Black,3.98,4.26,155,2024-12-21 02:35:39
346,P000076,SKU000076V346,M,Navy,6.80,5.20,293,2025-08-28 14:12:30
347,P000076,SKU000076V347,S,Black,3.52,13.84,144,2025-05-05 10:18:07
348,P000076,SKU000076V348,XS,Navy,7.58,13.51,413,2025-02-02 02:40:16
349,P000076,SKU000076V349,M,Gray,6.10,6.81,132,2025-06-17 00:47:46
350,P000077,SKU000077V350,XXL,Navy,18.82,14.97,419,2023-09-27 03:43:56
351,P000077,SKU000077V351,L,White,2.37,14.01,461,2025-05-07 01:14:51
352,P000077,SKU000077V352,S,Gray,10.65,6.87,365,2024-01-18 23:27:17
353,P000077,SKU000077V353,XL,Blue,19.54,13.97,135,2025-02-21 08:01:05
354,P000077,SKU000077V354,XL,Pink,3.78,5.82,284,2024-01-20 21:53:31
355,P000078,SKU000078V355,M,Gray,1.07,5.64,417,2024-09-12 20:21:04
356,P000078,SKU000078V356,S,Brown,19.37,8.36,463,2024-11-12 15:37:20
357,P000078,SKU000078V357,XXL,White,15.69,10.63,414,2024-05-10 10:18:38
358,P000078,SKU000078V358,XS,Navy,10.17,13.47,394,2024-07-25 22:05:59
359,P000079,SKU000079V359,L,Brown,9.29,11.26,174,2025-01-17 03:23:34
360,P000079,SKU000079V360,XL,Green,14.31,8.16,263,2024-12-18 21:43:06
361,P000079,SKU000079V361,XL,Blue,12.76,9.59,414,2024-09-08 07:57:30
362,P000079,SKU000079V362,XS,Gray,4.39,7.88,113,2024-02-25 23:47:10
363,P000079,SKU000079V363,S,Blue,4.37,13.55,227,2024-03-04 18:06:27
364,P000080,SKU000080V364,M,Beige,11.01,11.77,78,2025-03-09 08:41:23
365,P000080,SKU000080V365,M,Green,10.38,9.59,127,2025-08-08 12:41:24
366,P000080,SKU000080V366,L,Brown,12.42,7.86,228,2024-05-29 22:06:19
367,P000080,SKU000080V367,L,Blue,7.35,6.12,264,2024-05-16 19:46:03
368,P000081,SKU000081V368,XS,Navy,8.83,10.39,145,2024-12-12 23:01:07
369,P000081,SKU000081V369,M,White,5.89,8.67,266,2025-06-04 23:59:27
370,P000081,SKU000081V370,XXL,White,15.72,4.96,484,2025-09-05 07:39:26
371,P000081,SKU000081V371,XS,White,7.20,4.60,289,2025-03-07 20:11:33
372,P000081,SKU000081V372,S,Red,5.00,12.60,391,2024-05-20 13:31:19
373,P000081,SKU000081V373,XXL,Beige,3.81,14.97,319,2025-09-09 10:24:26
374,P000082,SKU000082V374,XS,Beige,5.64,12.18,187,2025-09-23 13:12:40
375,P000082,SKU000082V375,L,Blue,16.44,10.52,397,2024-08-29 16:11:43
376,P000082,SKU000082V376,L,Brown,19.79,3.94,497,2025-04-06 12:53:39
377,P000082,SKU000082V377,L,Gray,4.54,4.73,393,2025-09-06 19:19:49
378,P000082,SKU000082V378,S,Brown,11.74,11.85,292,2024-06-20 09:51:13
379,P000083,SKU000083V379,M,White,6.26,7.57,106,2023-12-05 08:44:02
380,P000083,SKU000083V380,XXL,Blue,4.19,13.09,240,2024-12-22 15:06:51
381,P000083,SKU000083V381,XS,Red,2.78,3.67,457,2023-10-03 07:38:59
382,P000083,SKU000083V382,XXL,Black,10.00,12.85,347,2025-01-13 23:18:35
383,P000083,SKU000083V383,M,Gray,8.38,11.78,361,2024-10-27 11:17:12
384,P000083,SKU000083V384,XXL,Brown,5.99,2.30,310,2024-08-05 23:04:55
385,P000084,SKU000084V385,S,Navy,19.54,9.39,179,2025-07-16 09:23:25
386,P000084,SKU000084V386,XL,Pink,11.48,14.74,210,2024-01-04 02:06:23
387,P000084,SKU000084V387,S,Blue,1.27,4.45,207,2025-07-20 04:08:40
388,P000085,SKU000085V388,M,Pink,19.24,13.63,337,2024-05-12 12:17:44
389,P000085,SKU000085V389,XS,Navy,2.09,4.31,293,2023-11-14 11:42:47
390,P000085,SKU000085V390,XXL,Pink,9.77,4.59,105,2024-07-09 19:06:34
391,P000086,SKU000086V391,M,Gray,4.66,8.82,347,2025-08-26 21:33:52
392,P000086,SKU000086V392,L,Black,7.37,4.23,15,2024-11-26 08:15:23
393,P000086,SKU000086V393,L,Blue,3.14,3.68,66,2023-11-07 06:39:39
394,P000086,SKU000086V394,L,Green,14.86,14.42,209,2023-09-27 16:00:59
395,P000086,SKU000086V395,S,Navy,17.41,7.62,168,2025-03-26 07:46:02
396,P000086,SKU000086V396,XXL,Green,3.18,14.21,304,2024-12-05 00:01:00
397,P000087,SKU000087V397,XL,Green,5.51,14.88,13,2025-06-25 12:14:46
398,P000087,SKU000087V398,L,White,16.49,12.50,319,2024-07-02 01:06:05
399,P000087,SKU000087V399,XL,Red,18.21,8.38,460,2023-12-21 05:13:15
400,P000087,SKU000087V400,L,Pink,0.78,5.74,56,2025-07-26 23:07:10
401,P000088,SKU000088V401,M,Beige,7.82,12.53,431,2024-05-03 05:03:27
402,P000088,SKU000088V402,S,Blue,4.98,10.03,470,2025-07-30 09:44:03
403,P000088,SKU000088V403,L,Green,7.69,4.38,347,2023-10-21 05:37:18
404,P000088,SKU000088V404,XL,White,7.87,2.57,494,2024-03-27 17:30:33
405,P000088,SKU000088V405,S,Beige,17.65,5.79,285,2024-08-27 08:03:22
406,P000088,SKU000088V406,XS,Gray,18.17,14.90,220,2025-03-25 10:39:38
407,P000089,SKU000089V407,M,White,15.11,11.97,268,2024-12-28 09:44:53
408,P000089,SKU000089V408,M,Blue,9.02,4.70,139,2024-07-29 05:59:25
409,P000089,SKU000089V409,XS,Green,0.53,11.03,337,2025-01-24 15:08:07
410,P000090,SKU000090V410,L,Red,14.92,4.53,448,2024-05-31 02:37:08
411,P000090,SKU000090V411,XS,Black,5.01,13.92,373,2025-04-01 20:43:07
412,P000090,SKU000090V412,M,Green,9.70,3.07,44,2024-07-20 08:00:42
413,P000090,SKU000090V413,XXL,Gray,14.27,3.82,234,2024-08-07 09:17:36
414,P000090,SKU000090V414,M,Navy,3.41,9.89,19,2024-07-19 09:11:02
415,P000090,SKU000090V415,S,Beige,2.48,7.08,389,2024-08-30 00:49:35
416,P000091,SKU000091V416,XXL,Black,13.55,7.73,88,2024-11-23 10:02:48
417,P000091,SKU000091V417,S,Gray,14.29,10.78,467,2024-03-09 01:38:56
418,P000091,SKU000091V418,S,Green,13.93,10.25,438,2025-02-22 13:57:33
419,P000092,SKU000092V419,L,Beige,8.88,2.06,316,2024-02-08 16:53:41
420,P000092,SKU000092V420,L,Gray,18.58,13.81,201,2024-09-29 20:32:27
421,P000092,SKU000092V421,S,White,0.32,14.86,24,2024-01-13 00:43:39
422,P000093,SKU000093V422,S,White,4.41,3.26,461,2024-02-20 05:05:55
423,P000093,SKU000093V423,XXL,Navy,14.48,7.40,32,2024-12-01 10:06:17
424,P000093,SKU000093V424,XS,Red,6.45,4.46,330,2024-07-21 17:40:03
425,P000093,SKU000093V425,S,Brown,7.90,3.57,229,2025-07-13 01:03:47
426,P000093,SKU000093V426,S,White,7.13,2.19,98,2025-09-14 01:53:25
427,P000094,SKU000094V427,XS,Blue,4.26,2.86,122,2024-07-02 20:32:56
428,P000094,SKU000094V428,M,Pink,7.38,13.51,44,2025-07-10 10:20:07
429,P000094,SKU000094V429,L,Beige,15.35,14.78,265,2024-08-16 02:07:46
430,P000094,SKU000094V430,XS,Brown,15.83,13.06,482,2024-01-24 20:02:48
431,P000094,SKU000094V431,S,Beige,19.18,6.22,317,2024-05-08 01:46:58
432,P000095,SKU000095V432,XXL,Navy,6.64,11.90,335,2025-08-04 21:16:06
433,P000095,SKU000095V433,XXL,Red,19.56,8.27,351,2025-02-28 11:13:59
434,P000095,SKU000095V434,M,Black,12.17,7.84,309,2024-01-02 12:42:07
435,P000095,SKU000095V435,XL,Gray,10.07,14.85,370,2024-01-09 07:24:33
436,P000095,SKU000095V436,S,Black,12.33,3.61,469,2023-10-06 00:35:13
437,P000095,SKU000095V437,S,Blue,15.14,3.03,327,2023-11-21 17:44:18
438,P000096,SKU000096V438,M,Green,5.93,6.88,87,2025-02-11 15:08:51
439,P000096,SKU000096V439,XXL,Black,4.76,9.77,381,2023-10-09 05:06:38
440,P000096,SKU000096V440,L,Red,2.69,10.37,172,2024-01-16 20:34:26
441,P000096,SKU000096V441,XS,Brown,15.84,10.42,222,2025-04-09 07:02:02
442,P000097,SKU000097V442,XS,Gray,16.94,6.46,179,2025-08-14 07:49:00
443,P000097,SKU000097V443,S,Brown,1.08,10.65,479,2024-10-09 01:03:59
444,P000097,SKU000097V444,S,Gray,12.16,8.78,205,2025-02-19 00:56:19
445,P000097,SKU000097V445,S,Green,12.60,13.31,43,2024-08-31 05:37:43
446,P000097,SKU000097V446,XS,Gray,1.04,14.20,82,2024-01-10 11:20:22
447,P000098,SKU000098V447,XS,Navy,11.85,12.34,435,2023-12-01 18:32:13
448,P000098,SKU000098V448,S,Gray,10.15,11.42,228,2024-01-11 14:16:02
449,P000098,SKU000098V449,M,Navy,14.43,7.51,135,2025-02-06 20:34:17
450,P000098,SKU000098V450,XL,Gray,6.06,7.83,305,2025-06-14 00:08:12
451,P000099,SKU000099V451,M,Green,1.60,7.18,194,2024-08-15 00:24:13
452,P000099,SKU000099V452,S,Green,8.83,9.92,268,2025-07-26 02:42:20
453,P000099,SKU000099V453,L,Navy,16.39,8.27,416,2024-09-15 05:17:10
454,P000099,SKU000099V454,L,Blue,17.08,13.78,398,2025-08-21 01:52:50
455,P000100,SKU000100V455,XL,Brown,3.06,4.28,382,2025-05-31 18:59:16
456,P000100,SKU000100V456,L,Green,6.12,6.88,155,2025-03-20 03:18:53
457,P000100,SKU000100V457,XL,Green,1.44,11.29,79,2025-01-08 11:40:43
458,P000100,SKU000100V458,S,Navy,18.32,2.17,12,2025-09-18 14:33:01
459,P000100,SKU000100V459,XL,Red,9.83,7.41,483,2024-08-22 15:59:49
460,P000101,SKU000101V460,XXL,Red,7.68,10.33,167,2025-01-23 02:29:23
461,P000101,SKU000101V461,XL,White,8.18,14.90,29,2024-02-13 15:57:43
462,P000101,SKU000101V462,XS,Blue,18.64,4.52,93,2024-09-13 22:49:15
463,P000101,SKU000101V463,L,Beige,15.43,11.39,394,2024-10-26 16:28:42
464,P000101,SKU000101V464,XL,Green,12.70,11.05,198,2024-08-21 10:33:11
465,P000101,SKU000101V465,XXL,Blue,18.53,5.21,386,2024-11-28 19:15:16
466,P000102,SKU000102V466,XS,Red,12.62,2.37,356,2025-06-24 23:32:07
467,P000102,SKU000102V467,XXL,Navy,5.23,14.28,243,2024-09-10 13:45:26
468,P000102,SKU000102V468,S,Beige,4.95,14.37,306,2024-07-21 19:53:53
469,P000102,SKU000102V469,S,Black,2.33,10.38,57,2024-06-28 23:42:10
470,P000102,SKU000102V470,L,Blue,14.12,3.04,471,2024-03-20 08:24:42
471,P000102,SKU000102V471,S,Blue,3.32,5.29,228,2024-02-18 07:41:31
472,P000103,SKU000103V472,XL,Brown,13.17,9.62,205,2024-08-21 22:37:02
473,P000103,SKU000103V473,XXL,Blue,15.05,11.46,483,2025-01-08 14:21:30
474,P000103,SKU000103V474,XS,White,12.72,12.37,407,2023-10-02 18:48:04
475,P000103,SKU000103V475,S,Beige,14.97,11.73,486,2024-12-18 21:51:02
476,P000103,SKU000103V476,XXL,Beige,0.13,12.61,96,2024-10-17 22:36:53
477,P000104,SKU000104V477,XS,White,15.47,8.82,223,2025-07-15 17:51:52
478,P000104,SKU000104V478,XXL,Beige,14.66,4.29,97,2025-04-16 17:30:32
479,P000104,SKU000104V479,S,Navy,3.96,8.53,103,2024-03-28 21:38:07
480,P000105,SKU000105V480,L,Pink,16.29,4.61,105,2025-04-02 03:21:41
481,P000105,SKU000105V481,XXL,Navy,16.18,5.37,108,2024-10-20 17:11:56
482,P000105,SKU000105V482,L,Green,12.54,3.42,329,2024-04-23 03:29:17
483,P000106,SKU000106V483,XS,Beige,1.71,5.60,73,2024-08-11 02:52:04
484,P000106,SKU000106V484,M,Black,11.71,8.31,254,2025-09-15 16:42:33
485,P000106,SKU000106V485,XS,Black,1.22,14.42,394,2024-11-24 05:34:23
486,P000106,SKU000106V486,XXL,Pink,15.78,3.26,31,2024-12-17 16:16:57
487,P000107,SKU000107V487,L,Pink,10.40,5.46,399,2024-07-08 01:06:47
488,P000107,SKU000107V488,L,Green,15.14,7.58,319,2023-10-23 00:04:14
489,P000107,SKU000107V489,M,Red,19.99,5.11,428,2023-10-26 10:09:05
490,P000108,SKU000108V490,XXL,Blue,7.57,14.68,39,2024-12-11 07:22:18
491,P000108,SKU000108V491,M,White,0.06,11.08,455,2024-10-06 09:04:01
492,P000108,SKU000108V492,XXL,Navy,0.51,13.30,72,2025-03-27 12:15:32
493,P000108,SKU000108V493,M,Gray,7.37,10.92,326,2024-07-09 07:05:57
494,P000108,SKU000108V494,L,Brown,8.26,2.04,106,2023-12-23 21:49:58
495,P000109,SKU000109V495,XS,Red,17.47,11.57,423,2024-12-20 17:17:24
496,P000109,SKU000109V496,XXL,Green,4.67,7.20,258,2024-10-05 00:43:12
497,P000109,SKU000109V497,XL,White,6.97,14.11,490,2025-03-16 08:05:53
498,P000109,SKU000109V498,L,White,14.69,9.89,160,2023-11-28 04:46:50
499,P000109,SKU000109V499,XXL,Navy,17.40,9.43,458,2024-01-15 08:59:55
500,P000110,SKU000110V500,S,Green,15.94,12.82,164,2025-04-16 03:56:23
501,P000110,SKU000110V501,XL,Green,3.36,14.42,238,2025-04-17 00:35:20
502,P000110,SKU000110V502,L,Brown,4.82,4.22,118,2024-11-08 21:15:12
503,P000111,SKU000111V503,XS,Blue,19.87,4.08,24,2025-07-25 11:45:12
504,P000111,SKU000111V504,M,Blue,15.33,11.35,122,2025-05-02 00:09:45
505,P000111,SKU000111V505,XXL,Green,19.03,3.60,353,2025-05-23 23:28:54
506,P000112,SKU000112V506,XL,Green,1.81,6.33,364,2024-05-01 01:04:09
507,P000112,SKU000112V507,S,Pink,15.33,2.84,317,2024-09-22 03:20:14
508,P000112,SKU000112V508,M,Blue,18.20,11.57,390,2024-11-01 12:56:03
509,P000112,SKU000112V509,L,Brown,19.32,12.51,233,2023-11-26 18:41:41
510,P000113,SKU000113V510,M,White,5.82,3.16,67,2024-11-06 12:22:25
511,P000113,SKU000113V511,XXL,Pink,18.74,14.25,391,2025-08-18 05:31:22
512,P000113,SKU000113V512,XL,Red,2.55,14.40,170,2025-01-12 20:50:11
513,P000113,SKU000113V513,XL,Black,6.22,8.96,312,2023-12-04 17:03:20
514,P000114,SKU000114V514,L,Red,15.43,10.83,418,2024-04-04 11:44:20
515,P000114,SKU000114V515,S,Brown,13.27,4.89,312,2024-09-27 23:25:54
516,P000114,SKU000114V516,L,Black,10.77,6.11,245,2025-01-28 20:42:13
517,P000114,SKU000114V517,M,Gray,10.00,3.92,243,2025-04-25 02:19:38
518,P000114,SKU000114V518,M,Navy,14.94,12.42,444,2025-02-23 13:14:57
519,P000114,SKU000114V519,XXL,Black,11.98,8.53,168,2025-02-27 10:05:13
520,P000115,SKU000115V520,M,Pink,9.57,4.80,434,2023-11-26 15:50:54
521,P000115,SKU000115V521,M,Blue,1.18,6.33,424,2025-03-11 08:21:36
522,P000115,SKU000115V522,XXL,Gray,16.96,12.54,488,2025-01-31 05:05:25
523,P000116,SKU000116V523,S,Green,14.55,14.80,163,2024-11-18 19:39:38
524,P000116,SKU000116V524,XXL,Navy,19.82,7.10,290,2025-06-07 21:55:32
525,P000116,SKU000116V525,L,Green,19.81,7.09,397,2024-12-20 05:21:12
526,P000117,SKU000117V526,XL,Beige,5.65,4.54,482,2024-05-26 17:42:47
527,P000117,SKU000117V527,XL,Blue,1.95,11.78,175,2025-01-15 04:10:24
528,P000117,SKU000117V528,XL,Black,17.00,5.95,373,2023-11-07 00:04:47
529,P000118,SKU000118V529,XL,Navy,8.84,5.78,257,2025-08-28 20:20:47
530,P000118,SKU000118V530,S,Gray,4.36,4.54,393,2024-06-19 20:27:39
531,P000118,SKU000118V531,XXL,Black,7.24,9.48,448,2024-11-15 14:02:20
532,P000118,SKU000118V532,XXL,Navy,7.53,10.83,228,2025-05-23 17:05:37
533,P000119,SKU000119V533,XS,White,7.11,4.34,252,2023-10-05 09:18:47
534,P000119,SKU000119V534,XS,White,19.61,6.40,342,2024-09-25 04:38:39
535,P000119,SKU000119V535,L,Navy,12.54,5.19,216,2024-09-13 16:07:03
536,P000119,SKU000119V536,XS,Gray,7.93,10.94,164,2024-10-29 05:01:44
537,P000120,SKU000120V537,XXL,Blue,15.52,10.72,417,2025-08-30 18:23:13
538,P000120,SKU000120V538,XS,Green,17.30,6.97,342,2024-09-25 11:25:18
539,P000120,SKU000120V539,XXL,Green,7.35,3.52,71,2024-12-15 19:47:05
540,P000120,SKU000120V540,XS,Green,12.83,8.63,475,2025-04-18 23:35:26
541,P000121,SKU000121V541,XL,Pink,19.75,5.56,255,2024-06-10 12:09:53
542,P000121,SKU000121V542,XXL,White,15.89,6.99,102,2024-08-19 00:36:18
543,P000121,SKU000121V543,XXL,Blue,5.97,3.29,74,2024-06-27 03:05:59
544,P000122,SKU000122V544,XXL,Brown,3.70,11.11,426,2025-06-08 00:15:19
545,P000122,SKU000122V545,L,Brown,16.35,12.56,411,2024-05-12 20:22:21
546,P000122,SKU000122V546,L,White,10.38,9.01,309,2024-05-08 15:31:56
547,P000123,SKU000123V547,S,White,3.61,11.04,316,2024-02-04 02:52:28
548,P000123,SKU000123V548,XS,Brown,8.94,3.60,170,2023-10-24 10:49:29
549,P000123,SKU000123V549,S,Pink,4.12,3.14,92,2025-03-19 20:59:19
550,P000124,SKU000124V550,XS,White,19.60,5.88,269,2025-09-12 19:44:15
551,P000124,SKU000124V551,XL,Navy,8.46,10.56,493,2025-01-03 05:02:53
552,P000124,SKU000124V552,S,Beige,0.92,8.75,494,2025-05-01 02:35:45
553,P000124,SKU000124V553,M,Brown,8.90,8.38,305,2024-05-20 04:35:14
554,P000124,SKU000124V554,M,Brown,18.22,9.88,190,2025-04-13 16:01:51
555,P000125,SKU000125V555,XXL,White,13.25,5.08,32,2025-05-28 18:09:30
556,P000125,SKU000125V556,S,Navy,5.99,4.80,436,2024-12-07 20:32:33
557,P000125,SKU000125V557,S,Pink,11.04,6.67,312,2024-04-16 07:18:29
558,P000125,SKU000125V558,S,Pink,8.44,5.31,291,2023-11-13 17:12:22
559,P000126,SKU000126V559,XXL,Navy,8.00,14.28,52,2025-01-27 19:17:57
560,P000126,SKU000126V560,XXL,Blue,18.80,8.97,83,2024-09-28 12:38:51
561,P000126,SKU000126V561,XS,Beige,19.91,10.39,366,2024-12-19 01:37:37
562,P000126,SKU000126V562,XXL,Red,11.27,12.67,341,2024-02-05 08:09:41
563,P000126,SKU000126V563,XL,Navy,8.39,6.11,88,2024-12-14 23:10:49
564,P000126,SKU000126V564,L,Blue,0.52,5.22,319,2023-11-06 02:33:37
565,P000127,SKU000127V565,XS,Brown,2.20,7.29,290,2025-02-17 18:59:07
566,P000127,SKU000127V566,M,White,7.26,12.11,180,2024-05-10 14:58:12
567,P000127,SKU000127V567,S,Gray,5.47,6.90,60,2025-06-16 07:12:22
568,P000127,SKU000127V568,S,Blue,19.04,14.03,410,2025-04-21 18:03:25
569,P000127,SKU000127V569,S,Brown,14.57,9.65,166,2025-01-23 22:24:31
570,P000128,SKU000128V570,XS,Brown,6.98,13.25,302,2023-10-18 05:10:09
571,P000128,SKU000128V571,XL,Beige,12.15,2.62,469,2024-05-06 18:55:38
572,P000128,SKU000128V572,M,Blue,3.61,11.64,422,2024-10-07 12:52:51
573,P000128,SKU000128V573,XL,Brown,11.89,7.23,445,2023-11-30 02:23:49
574,P000128,SKU000128V574,XL,Navy,5.18,8.68,361,2024-01-03 12:25:01
575,P000128,SKU000128V575,S,Navy,2.85,11.56,300,2024-10-23 17:17:26
576,P000129,SKU000129V576,XXL,Red,14.15,10.82,137,2023-11-25 17:06:44
577,P000129,SKU000129V577,L,Green,3.66,12.38,191,2025-07-19 08:23:09
578,P000129,SKU000129V578,XL,Beige,5.52,8.77,229,2025-05-27 18:41:38
579,P000130,SKU000130V579,M,White,18.95,12.02,218,2024-04-29 19:46:23
580,P000130,SKU000130V580,XS,White,1.53,14.28,132,2024-04-09 18:52:00
581,P000130,SKU000130V581,S,Pink,1.15,5.72,390,2024-01-07 22:59:51
582,P000130,SKU000130V582,L,Black,19.24,10.80,227,2025-01-17 07:35:54
583,P000131,SKU000131V583,L,Green,10.30,13.55,356,2024-05-02 05:59:33
584,P000131,SKU000131V584,XXL,White,8.11,4.47,325,2024-04-27 18:42:53
585,P000131,SKU000131V585,XXL,Black,14.28,8.95,369,2025-07-24 07:56:07
586,P000131,SKU000131V586,M,Gray,19.88,14.36,348,2024-04-13 14:17:52
587,P000132,SKU000132V587,XL,Green,19.29,14.09,355,2023-10-08 01:03:33
588,P000132,SKU000132V588,XL,Gray,3.50,12.91,197,2025-04-24 21:32:15
589,P000132,SKU000132V589,XL,Red,19.05,8.44,226,2023-12-22 15:43:39
590,P000133,SKU000133V590,M,White,6.76,5.25,357,2025-01-08 00:20:43
591,P000133,SKU000133V591,XL,White,5.80,5.82,257,2024-02-09 15:20:02
592,P000133,SKU000133V592,S,Black,14.76,7.12,301,2025-09-02 22:22:36
593,P000133,SKU000133V593,M,Brown,16.51,14.16,28,2024-12-29 15:41:26
594,P000134,SKU000134V594,XS,Red,0.12,6.27,245,2025-04-22 23:38:37
595,P000134,SKU000134V595,M,White,0.10,11.39,465,2024-01-22 09:40:05
596,P000134,SKU000134V596,L,Red,0.18,8.40,230,2025-02-19 23:50:52
597,P000134,SKU000134V597,XS,Brown,10.29,7.34,88,2024-09-07 22:30:52
598,P000134,SKU000134V598,L,Black,3.11,5.25,346,2024-07-10 05:14:57
599,P000134,SKU000134V599,L,Blue,7.49,7.57,196,2025-06-15 11:32:17
600,P000135,SKU000135V600,XL,Beige,2.17,10.53,234,2024-02-10 05:58:38
601,P000135,SKU000135V601,L,Navy,2.80,7.64,392,2024-04-16 22:23:50
602,P000135,SKU000135V602,M,Gray,2.21,2.52,155,2025-05-26 19:40:11
603,P000135,SKU000135V603,L,Blue,14.88,2.41,471,2025-03-24 07:41:11
604,P000136,SKU000136V604,L,Beige,2.38,9.15,260,2024-03-28 11:18:23
605,P000136,SKU000136V605,XXL,Navy,6.50,12.14,401,2024-10-07 15:49:56
606,P000136,SKU000136V606,L,Brown,14.52,12.96,389,2024-02-14 10:49:25
607,P000136,SKU000136V607,L,Navy,2.19,12.31,65,2025-06-08 21:40:13
608,P000137,SKU000137V608,S,Red,10.00,10.90,402,2024-11-09 15:32:12
609,P000137,SKU000137V609,XS,Red,8.59,11.59,315,2025-07-27 13:24:35
610,P000137,SKU000137V610,L,Green,5.79,3.07,258,2023-10-22 17:08:53
611,P000137,SKU000137V611,L,Gray,12.35,8.65,383,2024-06-19 07:26:45
612,P000138,SKU000138V612,M,White,17.28,5.22,368,2023-12-01 13:39:12
613,P000138,SKU000138V613,L,Gray,9.48,12.53,410,2024-01-17 16:36:05
614,P000138,SKU000138V614,XXL,Brown,12.22,14.90,106,2025-01-01 14:02:33
615,P000138,SKU000138V615,XL,Navy,4.59,7.22,77,2025-09-21 10:14:02
616,P000139,SKU000139V616,S,Navy,8.53,4.60,325,2025-06-26 06:20:14
617,P000139,SKU000139V617,XS,Blue,8.15,11.10,166,2024-01-24 17:51:57
618,P000139,SKU000139V618,S,Gray,6.72,2.80,255,2025-07-08 14:33:24
619,P000139,SKU000139V619,L,Black,6.09,6.73,147,2024-10-16 05:26:31
620,P000139,SKU000139V620,M,Blue,4.94,2.62,468,2025-05-03 16:47:01
621,P000140,SKU000140V621,XS,Black,13.21,4.76,174,2024-08-12 18:12:08
622,P000140,SKU000140V622,L,Beige,18.17,7.60,61,2025-05-17 08:59:33
623,P000140,SKU000140V623,M,Green,7.27,3.45,165,2024-07-20 15:02:47
624,P000141,SKU000141V624,XXL,Brown,15.41,6.31,76,2024-03-29 19:57:28
625,P000141,SKU000141V625,XXL,Red,14.86,8.88,311,2025-02-21 04:01:37
626,P000141,SKU000141V626,M,Gray,13.00,9.60,117,2024-09-02 21:56:21
627,P000142,SKU000142V627,XS,Navy,12.59,3.56,318,2025-04-12 21:54:00
628,P000142,SKU000142V628,XL,Gray,3.86,14.03,238,2025-02-03 05:32:57
629,P000142,SKU000142V629,XS,Brown,12.38,11.43,164,2024-02-03 22:40:55
630,P000143,SKU000143V630,XL,Navy,0.88,7.44,108,2024-03-08 18:57:02
631,P000143,SKU000143V631,XXL,Beige,17.83,13.09,398,2024-12-18 18:28:28
632,P000143,SKU000143V632,XL,Red,17.90,10.19,239,2025-04-19 09:46:45
633,P000143,SKU000143V633,XS,Blue,1.35,8.81,224,2025-07-11 21:12:04
634,P000144,SKU000144V634,S,Pink,5.48,5.77,76,2024-06-21 00:58:25
635,P000144,SKU000144V635,XL,Black,15.89,4.47,365,2023-11-08 05:00:07
636,P000144,SKU000144V636,L,Green,13.69,8.68,455,2025-02-06 20:54:38
637,P000145,SKU000145V637,S,Green,15.01,9.31,206,2024-04-19 08:59:07
638,P000145,SKU000145V638,L,Blue,12.14,4.39,115,2025-05-05 19:32:14
639,P000145,SKU000145V639,S,Pink,4.36,2.12,366,2025-06-24 13:27:41
640,P000146,SKU000146V640,XL,Brown,5.18,4.86,446,2023-12-26 02:35:16
641,P000146,SKU000146V641,XXL,Beige,11.04,4.91,97,2023-11-06 19:23:58
642,P000146,SKU000146V642,XL,Gray,5.84,3.93,337,2024-02-04 04:35:38
643,P000146,SKU000146V643,M,Navy,5.41,2.67,414,2024-09-21 10:09:40
644,P000146,SKU000146V644,S,Gray,10.69,10.43,10,2024-08-01 17:26:16
645,P000146,SKU000146V645,XXL,Pink,19.44,3.08,176,2024-09-30 21:54:10
